Drug	Protein
5281881	P21728
969472	Q99928
17754035	O43739
26934	P08588
5359421	P41145
2405	P08684
3105	P06276
2119	P07550
5584	P35367
444732	Q9BY41
216239	P11362
20279	Q7LG56
3608	P36544
36462	P22309
2802	P08684
5311447	P12821
5757	Q16678
1051	Q96GA7
5280360	P05108
3676	P10632
4585	P18825
2585	P19320
53461739	P42262
3540	P17612
702	P04798
4634	P10635
446541	O60656
11250029	P35372
449209	P03372
148124	P08684
25077405	P30968
4192	O14764
149790	P00813
447958	P20248
54727980	Q02127
5362436	P05181
448610	P00749
2809	P47870
5482	Q16850
90206	Q13526
9750	P35228
5215	P11712
1633	P21802
2118	P20815
446429	Q9Y691
2733526	P31513
24798741	P49841
5070	P04798
60813	P08908
439196	P23284
46937100	Q9H2G2
46937162	P00519
4497	O60840
92153	P30084
253602	P62913
3547	P17612
764	P00491
6003770	P01579
5833	P19099
5281004	P04150
5326926	P07477
5282381	P43116
68841	P17612
5206	Q16445
54675783	P01584
6446	P03372
121959	Q96C86
2378	P33261
5215	P08684
6083	Q08828
447955	P24941
25243853	P0CG22
439153	P43353
2585	P11712
12560	P02768
4440	P30939
221493	P10176
9571004	P08684
10184653	Q15303
656957	Q9UKM7
3696	P20309
5479	P08684
3016	P11712
4493	P10275
7966	P00325
1755	P13716
3033	O43525
4909	P10632
4543	P31645
124886	P09210
1051	Q6ZQY3
941361	O95180
4735	P10635
119031	P03956
3016416	P00156
6915835	P11473
2585	P04798
446986	P18031
5312137	Q13557
16362	P33261
91443	P48728
3034794	P06744
60795	P35462
9257	P00918
5426	P05177
5360515	P22309
131704289	P09601
5095	P41595
65016	P11712
3883	P20648
4099	P28472
10257	P27338
8612	Q01959
10917	P23141
2441	P47870
5289389	P08254
21078798	Q16539
4184	P08913
3033	P78348
46937142	Q9Y296
2913	P28223
25074887	P22888
4940	P28223
444655	P07477
8094	P04054
97536	P09211
6509979	P08684
55245	P08684
44462760	P08684
5405	P10635
4999	P31644
1604	P00918
110634	P08684
4585	P35368
2160	Q9UK17
4890	P47869
439153	P80365
25419	P12235
5311507	P21918
71360	P10635
447537	P12931
54454	P04035
3463	P11712
5342	P11712
447527	P12931
92253	Q9Y5Y9
4099	P42262
6450546	O60656
54682938	P08684
2479	P31644
54675783	P42574
2833	P07437
4369171	P00918
3121	P20813
1549008	P11712
33032	P39086
54676537	P11712
1051	P23378
1800	P07477
119031	P09237
176870	P10632
65833	Q13224
31275	P10600
446156	P11712
2818	P21728
72474	P08684
119031	P51511
60795	P08912
2733526	Q05513
10130120	Q92993
208898	P08684
24466	P50135
3016	P78334
1548972	P08684
2907	P24462
33032	P48058
2801	P33261
24178121	Q7Z406
233979	P27338
29327	P05177
6917779	P10632
6137	Q9UJ68
53276	P08913
448043	P61925
4478249	P09417
3964	P50406
5276854	P28335
92974	P13945
33032	O60391
247	O43272
6172	P08172
6918365	P24462
15433	P01764
2342	P08912
3331	P08684
1369	P31151
6918710	P24941
9954980	P00742
16089915	P41145
11963512	P01768
5487313	P03956
44176354	P15085
3406	P05181
11304412	P24941
42113	P34903
65077	P00918
446845	P22695
60854	P50406
5288910	P16442
11167602	P04629
2160	O43526
180559	P02788
3385	Q16831
4184	P05177
77993	P23219
9547935	P47985
5641	Q06278
38521	P23975
3952261	P45452
11149479	Q15596
27854	P21399
447021	P00374
5381226	P33261
4887	P11712
2160	P08173
1548943	P21397
8193	O00519
4046	P08684
439213	Q00653
8612	Q8TCU5
6327350	P27487
6918558	P10635
3372	P10635
24180721	P11309
4199	P22303
16231	P78348
2733526	Q15125
8977	P41091
37393	Q12809
644073	P24462
5193	Q13002
24066	Q9HB55
2244	P35354
3758	Q08499
24759	Q07021
21733122	P35498
3702	P15382
31304	P04798
3964	P08908
66898	O00204
216239	P15056
447315	Q9P2W7
12035	Q9UPY5
4369435	O14757
444498	P00491
24826799	P35968
4494	P54289
11712628	P20701
30819	P10721
244	P20813
3696	P24462
107758	Q06187
448011	P10828
37542	P49902
6267	Q99624
23644575	P28845
35330	P07550
12560	Q16850
5833	Q9NY47
1549098	P00390
42627755	O75460
119570	P08908
5073	P35462
62156	P41143
60854	P35368
5327109	P31751
20299	P20309
2789	P08684
60663	O60840
5576	P05181
6450546	O15399
127151	P10635
5095	P08684
6267	Q7L266
5284627	P00918
3284	P00918
107758	Q99418
1174	Q9NWZ5
5381226	Q16850
3226	Q8N1C3
4740	P30542
5951	P35520
656912	P29475
9433	Q14432
199	P18825
4543	O00264
5360373	P18858
60149	P10635
5284596	P16220
8761	P00747
7028	P08913
447622	P21802
4585	P08908
4908	P05177
448288	P50579
11504295	P10632
5734	Q06278
2726	P50406
9941444	P30874
4506	P18507
445675	P26572
33032	Q5TDP6
5035	Q06278
5568	P41595
3899	Q14289
5462328	P35372
5172	Q16539
8333	P07858
5284627	P28472
5438	P07477
6119	P06850
311	P07360
42628063	P00742
5960	P07998
4601	Q05586
2724385	P08684
3380	P05181
3354	P08172
2907	P11509
3744	Q9NZK7
2187	P05177
72287	P08172
3698	P01375
9547935	P00156
10125830	O14757
449171	P13631
131664	P34903
24865390	Q13555
439153	P03897
5833	P54289
5447130	P10635
2818	P28223
6083	P07741
107758	Q9UN19
448042	P61925
6834	P20813
6005	P18825
387447	P08684
17753880	P29474
5327131	P24941
2375	P10635
8982	P08684
71077	Q05586
24892823	P10275
5095	P21917
3647	P00915
656911	P29474
5734	Q9Y2D0
6256	P04183
24905152	P12931
10274777	P37231
14985	P67775
4189	P05181
3488	P11712
68617	P27338
4369452	P18031
5881	O14764
1757	P18031
8969	P08913
28486	P42263
445995	O95749
2720	P00918
31640	P24046
5884	Q12882
3779	Q92569
4205	P28223
448841	P00749
11504295	P11712
1775	P11712
4174	P05181
2170	P21728
5757	O75469
441207	P05108
5289111	P45452
79034	P11766
10156987	O14757
5360696	P19878
24820112	Q9UNI1
3373	P78334
64139	P20813
72385	P35354
11707110	P10632
3383616	P06276
26879	P32297
3220	P68400
443872	P20815
6918710	P20248
70678590	Q9UBK8
3121	Q02218
3117	P08684
2478	Q99735
2120	P15121
261000	Q15596
37464	P07550
4462	P31040
637517	Q9NZD2
6918670	Q05655
21772	P31645
1775	P35498
2170	P10635
3016	P14867
3226	P18505
8969	P18825
5388909	Q15788
5481350	P15531
9865528	P13945
5870	P20813
10518	P36544
10274777	Q07869
5326827	Q92731
4507	P54289
28417	P30968
4044	P10632
11625818	P08684
444797	P15085
8550	Q05940
6918456	P20813
2119	P08908
941651	P21728
44462678	P23919
6234	P20711
33032	O14841
3001055	P33261
162569	P60174
2761	O60840
3339	P11712
6918456	Q9H244
4722579	P04637
159296	O00204
68205	P01857
7697	P08684
439750	P00395
37632	O14764
46937142	O75865
57515973	P04798
65833	O60391
3016	P23219
2481	P43681
10204	Q04828
5326870	Q16539
3380	P22309
4162	P31644
5381226	P11712
24752844	P27487
11581936	Q9Y233
2662	P11712
439183	P15259
9571004	P04798
3054	P08684
2153	P10632
3365	P33261
79124	P02144
2585	P25100
10026	P05091
39042	P04798
24794406	P00742
11427975	Q16539
447027	P47985
5276854	P25100
443884	P08684
2585	P05177
2767	P30711
5405	Q12809
46937064	P16442
2809	P78334
9568614	P20648
92974	P35348
5358	P21397
2719	Q9NR96
5584	P18089
64139	P10635
31703	O75251
4946	P08588
4199	P21728
4470378	P07477
5959	P08174
21363450	P61626
1060	O15375
5870	P05177
5734	O43497
5281078	P19224
2153	O76074
64689	P06737
3899	P05177
11238823	P30556
1051	P35520
3696	P31645
5426	P23219
4064	Q99928
6037	P14207
191445	P06744
1983	P49888
3016	P24046
145742	P07814
23727981	P20248
2477	P08908
3356	P11712
28517	P49327
85466	P68400
23700	Q9UBQ6
5212	P04798
443874	P12821
5482	P11712
3385	O95045
5329	P08684
5327013	P00491
45480634	P01857
199994	P07477
5280795	P05108
6914614	P17612
42611257	P15056
2170	P35367
5538	Q02928
8612	Q9Y5Y9
311	P62312
129211	P10635
3547	P61925
8275	Q16445
2375	P33261
529	P30613
5289085	P00156
969472	P31644
16678941	P13569
5284553	P16066
2396	O15530
1110	Q8IVL6
284	P09601
3675	P10632
7020128	P54577
131704304	P00734
941361	O43497
447771	P11217
6323362	P14174
208925	P04271
60149	P08684
5281855	P68400
644065	Q16836
62156	P35372
447865	P07437
446286	P63316
107984	P29474
23897	P08908
2719	P09210
28486	P49841
4781	P23219
2761	P08173
446220	Q01959
9838022	P46098
4737	P31644
3016	P48169
6013	P11712
3356	P10635
5312125	P35368
681	P08908
439750	P03989
3052776	P10415
2247	P51589
175805	P20813
3690	P10632
4999	P18507
8730	P10828
444894	P63092
4890	Q8N1C3
2995	P08684
4121	Q13621
5330812	P49761
3672	P06133
5329	P10632
5329	P11245
6450546	P22309
446501	Q9UNI1
439153	Q86Y39
5358	P28221
19	P80188
445480	P00742
4485	Q01668
3488	Q15842
2519	Q9HCR9
440210	Q96MA6
3105	P35348
4908	Q16678
5289373	P01859
985	P00709
5193	P10632
11519070	P08172
5484727	P12821
1935	P05177
5212	P08684
667484	P19099
5002	P08913
447959	P24941
449392	P34096
9429	P28223
444235	P02144
15991546	P11217
6083	Q9NR19
445650	P01857
5288032	P49759
68841	P13569
11556711	P20618
4849	Q13621
32798	P05177
10101	P41143
60663	O95180
25102847	P08581
9797857	P35228
7389	P61626
1615	P28223
5333	P05181
3821	P20813
4891	P10635
43815	P11229
4858	P13639
3652	Q9NYK1
4845	P08588
34312	P20815
4095	P33260
3331	Q13224
8977	Q96KC2
1615	P28335
11554165	P27487
4369498	P35968
447048	Q9NXA8
3406	P00325
4735	P08684
5745	P04150
5757	P11712
449125	P18031
4708	P12931
8226	P08684
644241	P00519
5284603	P19652
2833	P11712
6830	P16118
1051	Q8IUZ5
3261	P24046
1549098	P51003
5289024	P07686
54670067	Q9GZT9
2164	P43681
4189	Q9UGI6
5881	Q16445
46937112	Q02127
3081361	Q01740
5311449	P25103
60606	P20815
2170	P14416
3241	P28223
156391	P05177
5318	P05177
446504	P39900
131704218	P08842
4100	P11712
443872	P19099
650361	P14618
33032	P17735
5206	P98194
444718	P15085
20279	Q07864
5288538	P32929
4943	Q16445
4616	P54855
24836812	P54760
24856357	P09467
2733	P04798
17754220	P00973
46937116	P53779
9880	P10275
16122638	P52732
54670067	Q9H6Z9
29327	P04798
60700	Q969P6
2479	P36544
5533	P24462
3435	P21397
5719	P20815
13711	P27707
3749	P05412
129228	Q15858
71768094	P46098
10101	P11712
5957	Q08828
5288103	P27338
57525501	Q04828
9846180	P10632
5988	O00244
2754	P05177
4737	O14764
6450551	P35916
5833	Q02641
3157	P10635
154101	P23975
28864	P10635
3767	P05177
446400	P14555
24808499	P18031
132971	P10632
4748	P14416
1548887	P27361
115260	P28161
9864881	Q07869
25126798	O60674
4999	Q8N1C3
5280353	P02144
444761	P16118
5311068	P05177
208908	P00533
2969	Q9NZD2
6869	P46059
4369560	P17538
727	P23415
46937138	P01744
5994	Q16678
5326972	P16442
4768	P18825
5281077	O14764
6322	P35228
5281077	P47869
24759	P98066
60726	P23219
154059	P11229
6140	Q9Y285
3083544	P10635
6834	P35367
448209	Q8NFW8
3083544	P11509
6450551	P22309
312145	P27986
5288238	Q16539
5460341	Q01082
5206	P03886
5743	P35228
3083544	P07550
4592	P28482
71567	Q16773
5330286	Q00534
6914573	P54687
656652	P30542
33032	Q05932
5360696	P31645
3608	P14867
33032	Q6IA69
5284371	P06133
51039	P05164
5288385	P80404
4293	P00918
3157	Q12809
656652	Q92769
2725	P23975
2477	P08684
66265	P11509
64689	O60264
447022	P00374
4205	Q01959
6140	P17735
6306	P41252
5742673	P02768
2354	P07477
447573	P62258
5816	P08684
44462760	P10632
10976469	Q04759
10361208	P11309
448513	P35030
2519	P24462
3168	P14416
23665772	P04070
2809	P34903
3052776	P27338
985	O76054
1779	Q05586
2818	Q9NYX4
11504295	P07550
5566	P62158
64143	P08684
3308	Q9HAW8
1881	Q86XF0
5362436	P28335
9051	P06401
5538	P11712
16105493	P28845
5734	Q9NY46
75846	P11509
702	Q02641
10345214	P41180
5329103	Q96NX5
216239	P07949
441278	Q99720
5161	P23219
5494439	P00734
4474	Q13936
3961	P30556
71768094	P10635
1701	P21281
4737	O00591
7697	P35354
77999	P05177
91493	P52209
3054	P62508
5280795	Q6VVX0
119031	Q9H239
2520	P20815
448167	P06276
91443	O75891
54677470	P11712
4099	O14764
2441	P18505
4055	P16083
5005498	Q00535
6918852	P24941
3958	Q9UN88
10133	Q02318
446744	P00374
449459	P03372
284	P14621
444965	P05089
445248	P09848
676157	Q9UJM8
5743	P04083
8955	O00204
61635	P02818
667484	P34903
16129574	O14757
169371	P00374
6128	P14061
108143	P10826
449208	P03372
25920890	Q14289
2160	P28222
6834	P10635
5283731	Q07973
5311027	P34995
2249	P08588
5358	P28222
387447	P05177
12530	P14555
457193	P11388
2763788	O60760
16741227	P23219
60164	P10276
2764	P24462
941361	Q9P0X4
3369	P31644
216239	P22309
6918462	P08684
446113	P46926
440046	P14920
441300	P55263
969472	P10632
9933193	P08172
60795	P21917
15433	P23528
3958	P28472
53232	Q15166
5193	O15399
2771	P20813
5816	P13945
2118	P18507
8977	Q7Z2Z2
745994	P00918
24801862	P53779
10518	P31644
24316	P10644
643975	Q96RQ9
448254	P05089
62296	P41145
5584	P20309
5310985	P05181
4735	P20815
6323497	P10632
6914633	P29474
4510	P05091
9429	P08908
5193	P05177
3105	P07550
16678941	P10632
5326876	P08709
44141860	P00734
5826	P35368
3487	P78334
5287610	P23526
23656870	P68400
763	Q14353
8977	P40616
6262	Q8WY07
3226	Q16445
2818	P21917
3025	Q9Y5Y9
2369	P08588
3241	P34969
8977	P01112
5282230	O60760
44462760	P57059
657237	P27707
5284373	Q96LZ3
30323	P47989
2812	P24462
3763	P30049
123631	P10635
3559	P04798
5280961	Q15596
65359	P00390
6857727	P01112
162501	P23919
4162	P10635
57525501	P22570
2818	P08173
5496872	P62942
1720	P09874
3487	Q16445
5327091	P08238
3161908	P00915
5280934	P32418
5289531	P00749
1046	P08684
84029	P20815
3380	P05177
2479	Q8N1C3
4037	P35354
5193	Q12879
5284596	P08684
3162	P11229
1110	Q8IVL5
47953	P31645
5709	P18825
657237	P09884
439153	P00352
1712095	P27815
119570	P28223
5381226	O94956
62751	O15399
5092	Q07343
6137	Q9UBK8
5288033	P47985
4679	P05177
6279	P06401
2099	P05181
5289227	P07900
5291	P10635
447153	P00326
681	P31645
159296	P52848
4369579	P15086
5003498	P11309
5440	P21917
5333	P33261
5289419	P06493
54727972	Q02127
3114	Q9UK17
4369433	O14757
16760554	Q16665
44259	P43405
5291	P10721
644073	P41143
54677470	P35354
4064	P05181
2818	P08908
439153	P52895
4116	P03886
3647	P00918
132971	P05177
8223	P23975
3226	P28472
5566	P26447
4437	P05230
6445226	P16662
11840966	P20248
6917779	P10635
2761	P21728
3487	O14764
4011	P35368
449186	Q9UKG9
60663	P24462
2995	P08908
126569	P42262
43008	P14416
2247	P10635
3333	P24462
447315	Q9NWT6
9549225	P37231
11167602	P10632
439153	Q9UDR5
5311181	P27815
60823	P10635
5291	P08684
5287714	Q99798
10062702	Q9Y6M4
1613	O60218
3341	P21728
13017	P08319
5281078	Q9HAW9
3958	P18505
447096	P20645
2955	P33260
588963	O15143
126941	P42898
16850	P04798
4595	P05177
259331	Q92731
3369	O14764
446994	Q93088
6540277	O60760
4768	P35368
1707	P24941
54670067	Q8IVL6
21439	P00746
21302490	P14416
31640	P28476
1983	Q06520
5360696	P41143
644073	P10632
6106	Q9P2J5
1983	P11509
443408	P41143
5991	P10632
447734	P00749
5881	P48169
4829	P10635
5960	Q8N142
3922	P28702
448605	P00749
3608	P23219
47811	P28335
11978813	P18825
3823	P10635
448575	Q92947
6137	P42898
5459361	P15813
44462678	P53355
4927	P08173
9823820	P21802
36314	Q16678
447027	Q9UDW1
5002	P20815
5004	P68400
5311412	P04150
1548972	P10632
237	Q15111
3955	P10632
4192	P31644
4099	P18505
667468	P10635
3034034	P10635
1521	P18031
5360696	P23975
25113123	Q15661
2811	P47870
443879	P08172
5212	P24462
64689	Q9BZZ2
20279	P31350
6862	P63208
3100	P05177
3324	Q06278
2520	P05177
6041	P25100
444655	P00749
6918558	P08173
6857686	P10275
54746	P18825
3354	P11229
3394	P11712
28417	P11511
445722	P11217
16741245	Q15118
2170	P28222
5388925	P62937
5289084	P23434
60953	P19971
4890	P48169
60854	P28222
6279	P10632
3100	P33260
2294	P48169
23648296	P25774
4192	Q8N1C3
3950	P10635
4499	Q08289
2216	P18089
60613	P19971
25134248	P00734
2153	P11712
23897	P28223
5289295	P27338
64143	P33261
3333	Q08289
60835	P31645
24963035	P00734
2244	P19838
6137	Q93088
5287523	P00734
4594	P10632
4746	P23786
20055510	P11473
77992	P28222
25137844	P08684
446220	P10632
439220	P15531
5281881	P35348
66265	P05177
3404	P24462
2474	P34995
4369568	P03372
3958	P47870
3393	P24046
5288561	P22894
439153	P30038
10531	P08913
25049750	P78536
5816	P01375
6140	Q9NSD9
6005	Q9NYX4
60854	P24462
3121	Q01118
216239	P35968
4543	P08172
4168	Q13639
6473	P31644
3608	P48169
1916699	P07900
2727	Q09428
24178120	Q7Z406
3763	P42261
4923	P33261
643330	P04179
92727	P10635
446157	P33261
668	P60174
11960529	Q9UGN5
6914614	P61925
439153	Q02218
4369413	P00918
216239	P04049
5288147	P09668
123606	P28221
60871	P27144
5472	Q9H244
1983	P04798
2179	P10635
3151	P08684
439155	Q9H2P9
445843	P00734
5280427	P11712
44259	Q08881
3608	P11712
17754078	P07478
444718	P62913
5803	P10828
5351166	Q14181
4205	P08588
3312	P19793
107970	P08684
447027	O14521
447043	Q9UM07
2995	P23975
2795	P35367
82313	Q9Y286
2519	P51160
2368	P48048
54675776	P08684
4737	P34903
4539	P11509
5755	P11509
448013	P04350
47811	P35462
667484	P78334
667484	P47869
2162	P00915
3476	Q14654
3957	P10635
6473	P34903
21733122	Q99250
6112	Q9Y234
439155	Q14749
3562	P05181
17754220	P07998
705712	P39900
3397	P10275
16760554	P11511
9085	P29474
2809	P18507
3016	P33261
24180717	P20231
4914	O15554
24768528	P45452
10172943	P61925
134780	P05177
449171	P48443
667468	P50406
4943	P48169
5359	P11712
3749	P08684
46937117	P11309
119182	P23921
2164	P34903
6442177	P08684
127151	P08684
62867	P08908
10113978	P10632
43157	Q12882
12000240	P29466
44462678	P48637
6450551	P17948
124886	Q16873
4781	P08684
5775	P35348
4737	P36544
35370	P33261
7028	P18847
92974	P18089
33032	O15399
31101	P35462
77022	P00326
4976	P10635
4943	P19224
5206	P48169
2726	P41595
5310939	P09211
3749	P05177
440141	P10153
6917698	P24462
148121	P00374
9994066	P24941
119031	P09238
57525501	P00374
16231	Q16515
5591	P11712
6305	P14902
697959	P69905
3827	Q9NP56
4616	P28476
5326934	P07900
2833	P10632
10324367	P20815
54671008	P22309
448991	P78362
6013	P05108
5717	P33261
5530	P05181
16362	P10635
4763	Q13002
3121	P80404
5997	P35398
6323250	P00734
256737	Q92731
33032	P54687
5734	P00918
2895	P10635
1082	P02749
9887712	P05177
3062316	P51692
5862	P48637
2160	P08588
5625	P10635
439155	P22061
439196	P04035
6437378	P68133
9429	P35368
2206	P10635
447364	P01744
11167602	Q15759
3003157	P36544
446220	Q9Y5Y9
3767	P08684
130021	O75899
6037	P41439
11840979	P14625
2474	Q9Y5Y9
123606	P28222
9913767	P08684
57525501	O60218
50599	P00491
5284603	P41143
5206	Q09470
941361	P10635
3348	P10635
5095	P28222
5335	P10632
72081	P37288
6451164	P33261
31640	P47869
4020	P23975
154417	P08173
190	P07741
446220	P10635
2294	Q16445
121892	P22309
24826799	P07948
4763	P33260
2160	P20813
55283	P08684
17754023	Q13370
4634231	P68400
4369524	P06401
71360	P18825
11197931	Q92731
5754	P24462
3821	P28221
5206	O00591
5356	P00918
5291	P33261
622262	P48736
24832041	P27487
5284569	P41143
1349907	P33261
3341	P21918
1548943	P06276
1775	P33260
37632	P78334
5284627	P18507
67678	O60931
4735	O14717
60149	P50406
68911	P20815
33255	P51580
4763	P11712
10113978	P10721
24873435	P05177
446807	P11226
2520	P10635
3117	P11712
5280346	P31930
2513	P15121
3696	Q9UK17
74190	P06276
4543	P14416
60857	P28222
5957	P42684
5795340	P68400
5095	P10635
38904	P05164
444	P05177
121891	Q09428
702	Q13698
5381226	P20815
3964	P28335
6852220	P08709
5584	P08684
133005	P53778
7029	P23975
46937105	Q9UBX1
4601	P05181
5310985	P36544
1060	P11498
13109	P10275
74989	Q02127
9887712	P31639
2244	P25963
7028	P31645
439176	Q13126
53359	P14550
11987556	P20248
133021	P09917
4236	P20813
246983	P48449
11005	P63098
4055	P00740
5743	P05093
445354	P10745
6106	Q15031
5447130	P47989
657140	P11217
6918837	Q8WUI4
10317619	P24941
31721	P10635
151194	P35916
71398	P09917
439213	P01375
3380	P47869
5311309	P08684
398148	P24941
43815	P08912
3883	Q02928
6262	P78540
65999	P30556
5161	P35354
4935	Q9Y5Y9
9871419	Q9H244
656629	P12821
57525501	P15121
47811	P21918
5961	Q6IA69
448763	P00734
221493	P23141
2244	Q9UGJ0
969472	P47869
5327152	P18031
28864	P35462
4474	P10635
3121	P20815
28864	P08913
43157	P47989
24963033	P24941
60149	P25100
2581	P35354
16222096	P20815
6450546	P06133
23727982	P24941
4754	P10635
26175	P21397
448505	P15531
3675	P24462
4463	P11712
448601	P30872
24851688	O43293
3488	P48544
31721	P21397
4485	Q13698
54841	P23975
5743	P11509
16666708	Q13233
129228	P41594
5881	P18507
448653	Q00169
896	P46597
6137	P50579
449167	P04746
5312125	P16662
164509	P42263
2099	P11712
5362417	P08473
4493	P11712
65863	Q16850
2153	Q16678
6323497	P10635
2719	P10632
5281034	P21397
57525501	P30043
131704200	Q16706
3025	Q14524
6228	Q9UNI1
5487	P18089
441207	P08684
6450551	P08684
14985	P05771
5206	P18505
22049997	Q16539
8275	P28472
2725	P31645
2170	P14867
5284373	P08684
3016	Q16445
4911	P11712
3016416	P47985
284	P29475
2733526	P05771
3000715	P42262
5329102	P36888
4737	Q8TCU5
2767	P09488
2157	P10635
441243	P10632
6089	P50406
24963046	Q16539
5361323	P14867
750	P13196
115237	P08908
4369390	P33316
6102812	P37231
10180	P27695
439153	O60701
6279	P11712
643975	Q12882
57525501	P35270
6918365	P08684
3010818	P08684
199	Q9Y2I1
12717	Q8N142
941361	P11509
28417	Q96P88
6337614	P46098
5291	Q08345
3608	P42262
5288826	P41145
444107	P01834
3373	P48169
2014	P07477
5326884	P11217
46937061	P37231
84029	P24462
2145	P11511
439153	Q13630
10403821	P07900
5560	P51580
2802	P48169
3446	O15399
5311365	P36873
3520	Q14353
4034	P35367
5284371	P16662
72287	P14416
261004	P24385
5961	Q06203
82148	P48039
154417	P20309
399618	Q9Y6M4
4369393	P04746
4507	Q9NY47
4064	P18505
5281042	Q15822
2712	Q8N1C3
10976469	P28482
6005	P14416
5281071	P80511
92974	P08588
447249	P42262
31640	P14867
445032	P22459
5326924	P07477
4543	P33261
70789197	P02679
6013	Q16678
1060	P14618
667468	P08173
123895	P29474
57525501	Q6UWP2
20279	Q9NR33
6464	P42262
5311017	P08913
3081361	P15692
5281078	P12268
24963048	P31751
5288795	P28702
439153	P03891
5936	P06276
6386	P60174
2157	P11712
5353307	P05981
72287	P18825
3758	O00408
586	P12532
5734	Q15858
24417	P16455
21855	P08172
750	Q9H598
3393	P08684
49866901	Q9NPH2
4601	P35367
6918554	P07550
4543	P20815
446018	O75976
94280	P22303
69507	Q16877
3393	P47870
285033	P39023
8223	P18089
5362129	P12821
11626560	P08581
57525501	P11586
3226	P98194
44229079	Q86VU5
115237	P08913
92727	P20813
444617	P00374
3702	P08684
71360	P50406
657298	P05164
34755	P35520
208902	P05177
4688	P21397
5311066	P04150
8612	Q9GZZ6
3676	P20813
10909908	P20339
46936967	P36871
3487	P10635
22850133	P07858
5961	P21980
3371	P35354
5288606	P11086
44176356	O15530
253602	P62829
449127	P00734
2160	P28223
4369491	P30291
71077	P23415
24798742	P31749
46937104	P17538
6262	Q9UMX2
2803	P08913
9864881	P37231
44129629	P42262
11567473	P11388
108092	P35367
387447	P25787
1548943	P05177
5206	Q99928
16760554	P04798
16222096	Q9HB55
6323491	P08238
60953	P04818
5566	P14416
5770	P54219
4971	P02792
5839	P05093
6083	Q9Y478
5359271	P10635
447476	P00734
3372	P14416
6445540	Q13509
439153	P51659
5732	P11712
6473	P42262
441401	P21397
5472	P05164
14086997	P03372
6291	P11712
2771	P33261
27661	P08684
702	P28472
11840981	P20618
170018	P36952
392622	P24462
445501	P62942
6041	P05177
5505	P33260
2995	P20813
2818	P35348
4055	P08709
447446	O14757
3883	P08684
3290	P11229
2767	P35354
3103	P35367
4943	Q9HAW9
5330286	P08684
21066096	P24941
60021	P05177
91610	Q09428
11556711	P49721
443408	P35372
5291	P00519
5479530	Q9NSA0
439196	Q96QT4
208898	Q12809
125017	P08684
5288033	P00156
448008	P49841
5073	P28335
4890	P31644
84704	P27338
11314340	P61925
11711595	Q03181
3781	P35367
4189	O15554
3675	P27338
42615253	P00734
446758	P37231
4585	P50406
51263	P20815
4099	P47869
9817381	Q16706
439153	P03901
9865528	P08684
5284592	P34972
60838	P23141
449021	P35228
5212	P05181
3559	P20815
216239	P20815
31640	P78334
9859248	P24941
4926	P11229
15942662	P03372
21081761	P08581
5743	P08684
25113615	P00734
4940	P08172
6918456	P11712
5957	P45844
5870	P03372
439260	P18089
47811	P08684
3394	P16662
444899	P23219
11973736	P41240
31640	P18507
667466	P14416
5717	P08684
5538	P13631
441140	P05177
221493	P15954
3758	P18545
4585	P25021
5381	P28702
36314	Q9H4B7
236666	P10275
71360	P08908
4943	Q16678
115237	P14416
62867	P33261
10220503	P48039
3961	P16662
5509	P05164
6540478	P06401
5994	P11712
5360696	P10635
6102708	P78536
30323	P08684
11707110	P08684
91867	P00326
6914633	P00797
441298	O75469
444455	Q16772
92536013	O00519
447815	P00374
448972	P07900
31307	P04150
129211	P25100
7028	P01100
446090	P15531
57379345	Q9UM73
25181315	P17707
4463	P08684
2726	P35462
5578	P10632
3016	P24462
16197727	Q01726
25174101	Q16539
11138	P68871
25093369	P00374
4909	P18505
124992	P00480
3562	P30049
36811	P21964
2733526	P05177
439153	P07864
5414	P04118
129228	P23141
5790	P19971
24778473	P30291
1110	O75936
9838022	P16662
82146	P11712
6420178	P08709
439153	Q92506
25210	P51649
2811	O14764
67361	P55809
6603746	Q08499
25183872	P08684
25077405	Q96P88
18794	P00918
3386	P20813
4116	P28472
31101	P05177
9846180	P40238
3487	Q8N1C3
5327130	P24941
9811704	P14410
26757	P27338
667490	P47989
24812758	P08684
5281040	P11509
5566	P63316
2481	P31644
9576916	P05106
10477723	P00519
2343	Q16790
26175	Q01959
2160	P08172
5459861	P08758
3016	P47870
57525501	P14061
5005498	P06493
702	P18505
222865	P14061
77999	P23219
2441	O14764
4747	P35368
5816	P07550
2564	P05181
702	P30532
668	P04075
439750	P07998
6917715	P06401
3000715	O00519
134780	Q96SW2
4167	P08173
2092	P35348
3034034	O15554
25134250	P56817
2907	P20813
7028	P21397
16850	P06310
66265	P10635
3038505	P08473
439153	O43674
4205	P10635
896	P62158
5881	Q99720
445575	P13631
6323497	P11712
5280805	P11712
447546	P00813
107970	Q9H228
9924495	P42261
5405	P20815
60753	Q9NS40
43815	P20813
124886	P21266
4055	P04070
2726	P20309
702	Q01668
5212	P18545
82146	P28702
6137	P56192
8076	P00326
17753992	Q16775
11742	P62508
115237	P21917
447994	P18031
23400214	Q16539
12598931	P00918
446998	P00374
5591	P24462
12374	P04150
3676	P33260
4064	P18507
8223	P28222
3001055	P08684
3385	Q12882
4478249	P15291
10235	P32297
9565	P48048
71364	P30411
4543	P10635
4199	P28335
10100	P24462
