	Drug ID	Gene
12629	DB01593	P30101
12630	DB01593	P04264
12631	DB01593	P08700
12632	DB01593	P02746
12633	DB01593	P02766
12634	DB01593	Q86YZ3
12635	DB01593	Q13547
12636	DB01593	P29622
12637	DB01593	P15169
12638	DB01593	P78330
12639	DB01593	P68871
12640	DB01593	P01019
12641	DB01593	P00450
12642	DB01593	P35908
12643	DB01593	P07357
12644	DB01593	P02533
12645	DB01594	Q99928
12646	DB01594	P18507
12647	DB01594	P28472
12648	DB01594	P47870
12649	DB01595	O14764
12650	DB01595	P48169
12651	DB01595	O00591
12652	DB01598	Q93LQ9
12653	DB01598	P72355
12654	DB01598	P16444
12655	DB01599	P23141
12656	DB01601	Q9NPD5
12657	DB01601	Q72874
12658	DB01601	O95342
12659	DB01602	P02918
12660	DB01602	P0AD65
12661	DB01603	Q75Y35
12662	DB01605	Q8XJ01
12663	DB01608	P35368
12664	DB01608	P10275
12665	DB01609	P22309
12666	DB01611	P08183
12667	DB01611	Q9NYK1
12668	DB01612	P05091
12669	DB01614	P02768
12670	DB01614	P35348
12671	DB01616	P08908
12672	DB01618	P14416
12673	DB01619	P35367
12674	DB01621	P28223
12675	DB01622	P35368
12676	DB01623	P14416
12677	DB01623	O15245
12678	DB01624	P35348
12679	DB01625	P08173
12680	DB01627	P02763
12681	DB01630	P08253
12682	DB01632	Q27796
12683	DB01632	P07741
12684	DB01643	P04818
12685	DB01643	P06612
12686	DB01645	P11474
12687	DB01645	O94956
12688	DB01647	Q07343
12689	DB01651	P02743
12690	DB01656	P27815
12691	DB01665	P07477
12692	DB01666	P19883
12693	DB01668	Q53908
12694	DB01670	Q06174
12695	DB01672	P40871
12696	DB01673	P45066
12697	DB01677	P0C278
12698	DB01691	P0AEK4
12699	DB01692	P04183
12700	DB01694	P9WNX3
12701	DB01698	P42330
12702	DB01705	P10844
12703	DB01708	Q99928
12704	DB01708	P48169
12705	DB01708	P18507
12706	DB01708	Q92731
12707	DB01708	Q9NPD5
12708	DB01708	P33527
12709	DB01708	O60391
12710	DB01708	P31644
12711	DB01715	P13000
12712	DB01717	P84139
12713	DB01718	P9WPB7
12714	DB01719	P30920
12715	DB01727	P48735
12716	DB01727	P77541
12717	DB01727	P16100
12718	DB01734	P18031
12719	DB01741	P07477
12720	DB01744	O75762
12721	DB01746	Q01650
12722	DB01748	P00918
12723	DB01752	P44868
12724	DB01752	Q8WTS6
12725	DB01752	P12823
12726	DB01752	Q86VU5
12727	DB01752	O87696
12728	DB01752	P07801
12729	DB01752	Q14749
12730	DB01752	P07617
12731	DB01754	P11309
12732	DB01761	Q16539
12733	DB01762	P16930
12734	DB01764	P50870
12735	DB01766	P54577
12736	DB01767	P00734
12737	DB01775	P45510
12738	DB01778	P56740
12739	DB01780	P62258
12740	DB01782	Q9UQF2
12741	DB01783	P0A6I3
12742	DB01785	P62623
12743	DB01786	P43133
12744	DB01792	P00587
12745	DB01796	P9WJJ7
12746	DB01799	Q46822
12747	DB01803	A0A0H3JWX6
12748	DB01805	P22303
12749	DB01805	P00782
12750	DB01810	P25779
12751	DB01812	O43704
12752	DB01812	Q9Y663
12753	DB01812	O14792
12754	DB01816	P29717
12755	DB01819	P35558
12756	DB01821	P29475
12757	DB01823	P11217
12758	DB01825	P28720
12759	DB01830	P06239
12760	DB01838	P02766
12761	DB01846	P10802
12762	DB01859	P62619
12763	DB01861	P04547
12764	DB01861	P46976
12765	DB01863	Q06187
12766	DB01863	Q99418
12767	DB01863	Q9H4M7
12768	DB01864	P62491
12769	DB01864	P9WN95
12770	DB01871	Q9UBX1
12771	DB01872	Q59288
12772	DB01872	Q46079
12773	DB01873	Q71U36
12774	DB01873	Q9BQE3
12775	DB01876	P07477
12776	DB01880	P14174
12777	DB01880	Q3IWB0
12778	DB01882	P0A078
12779	DB01884	P27487
12780	DB01891	P16088
12781	DB01892	Q92887
12782	DB01897	O60760
12783	DB01902	P46459
12784	DB01905	P07477
12785	DB01908	P12931
12786	DB01910	P14751
12787	DB01910	Q54527
12788	DB01912	P06653
12789	DB01914	P31639
12790	DB01914	O95528
12791	DB01914	P11169
12792	DB01914	P11168
12793	DB01915	P02689
12794	DB01915	P00782
12795	DB01917	P08588
12796	DB01921	P07986
12797	DB01925	P47228
12798	DB01927	P15559
12799	DB01930	P9WIL5
12800	DB01935	P00800
12801	DB01936	P0A9J6
12802	DB01941	P28702
12803	DB01942	Q9X0F9
12804	DB01942	Q9BVM4
12805	DB01942	O07347
12806	DB01942	Q9X0V0
12807	DB01942	Q81F54
12808	DB01942	P22629
12809	DB01942	Q8MU52
12810	DB01942	P29475
12811	DB01942	Q9X0L5
12812	DB01942	P05230
12813	DB01942	Q60099
12814	DB01946	Q09013
12815	DB01951	P62942
12816	DB01953	Q16539
12817	DB01955	P14555
12818	DB01956	P18507
12819	DB01956	Q8N1C3
12820	DB01956	P48169
12821	DB01956	Q9UBS5
12822	DB01956	P23415
12823	DB01958	Q86XF0
12824	DB01960	P07617
12825	DB01962	P12931
12826	DB01972	Q38087
12827	DB01972	P36959
12828	DB01972	P49773
12829	DB01972	O76074
12830	DB01972	P0AG16
12831	DB01982	Q9KWT5
12832	DB01983	P05089
12833	DB01987	P23234
12834	DB01987	P0AFG8
12835	DB01987	Q9LCV9
12836	DB01992	Q8ZPC0
12837	DB01992	O32248
12838	DB01992	Q92993
12839	DB01992	P39135
12840	DB01992	P9WK17
12841	DB01992	P0A8V9
12842	DB01992	P9WJM7
12843	DB01992	P44886
12844	DB02007	P19367
12845	DB02007	P06744
12846	DB02008	P35558
12847	DB02010	P43405
12848	DB02010	Q04759
12849	DB02010	P08183
12850	DB02010	P48736
12851	DB02015	Q8I814
12852	DB02016	P48449
12853	DB02021	P15121
12854	DB02022	P55882
12855	DB02030	Q05603
12856	DB02034	Q16706
12857	DB02036	Q9I7A8
12858	DB02038	Q8ZNF3
12859	DB02039	P07097
12860	DB02044	P29474
12861	DB02047	P23219
12862	DB02052	P24941
12863	DB02053	Q5SIR5
12864	DB02056	P42330
12865	DB02059	P45799
12866	DB02062	P09960
12867	DB02068	P13716
12868	DB02071	P45452
12869	DB02073	P30043
12870	DB02074	P07148
12871	DB02078	P30405
12872	DB02079	P21549
12873	DB02080	P00803
12874	DB02082	Q92930
12875	DB02085	Q00740
12876	DB02092	P32947
12877	DB02095	P27338
12878	DB02098	P07998
12879	DB02102	P04585
12880	DB02107	Q6UWN8
12881	DB02109	Q8N142
12882	DB02110	P23219
12883	DB02116	P24941
12884	DB02120	P30920
12885	DB02120	Q60053
12886	DB02121	P27017
12887	DB02126	P68871
12888	DB02127	P0A434
12889	DB02132	P15121
12890	DB02134	P0A9M5
12891	DB02138	P0A434
12892	DB02142	Q56232
12893	DB02142	O15382
12894	DB02142	P24630
12895	DB02143	P29475
12896	DB02148	P07858
12897	DB02153	P51003
12898	DB02153	Q57366
12899	DB02158	P0AF12
12900	DB02159	P39126
12901	DB02164	Q9UJM8
12902	DB02166	P22303
12903	DB02170	P68400
12904	DB02174	P56868
12905	DB02175	Q9FCA6
12906	DB02179	P02766
12907	DB02185	Q6UWM7
12908	DB02191	P77173
12909	DB02197	P24941
12910	DB02200	P25779
12911	DB02205	P22513
12912	DB02207	P35228
12913	DB02209	P0A794
12914	DB02210	P04054
12915	DB02211	P27338
12916	DB02214	O66529
12917	DB02221	P00918
12918	DB02227	P84141
12919	DB02236	P22102
12920	DB02243	Q9UBX1
12921	DB02254	P39594
12922	DB02258	P13631
12923	DB02262	P0A7E1
12924	DB02262	P05020
12925	DB02263	P00362
12926	DB02264	P14210
12927	DB02266	P37231
12928	DB02267	P59846
12929	DB02270	P58758
12930	DB02280	P11444
12931	DB02281	Q13126
12932	DB02287	P00734
12933	DB02289	P51691
12934	DB02292	P00918
12935	DB02300	Q07973
12936	DB02300	P05164
12937	DB02301	P0A884
12938	DB02305	Q59288
12939	DB02308	P35030
12940	DB02312	P11546
12941	DB02314	P22188
12942	DB02315	Q9UL51
12943	DB02315	P10644
12944	DB02327	Q65CX5
12945	DB02328	P32929
12946	DB02329	P19992
12947	DB02334	Q97E82
12948	DB02336	P12931
12949	DB02338	Q12882
12950	DB02338	Q9UDR5
12951	DB02342	Q16678
12952	DB02343	Q8Y7N7
12953	DB02343	P22303
12954	DB02362	P00438
12955	DB02364	P0ADA1
12956	DB02375	P23458
12957	DB02377	P45563
12958	DB02379	Q60053
12959	DB02379	P00692
12960	DB02379	P94622
12961	DB02379	P54583
12962	DB02379	P0C2S5
12963	DB02379	P10844
12964	DB02379	P24300
12965	DB02379	O60264
12966	DB02379	Q9BW91
12967	DB02379	P19571
12968	DB02379	P07986
12969	DB02379	Q6UWM7
12970	DB02379	Q9BZZ2
12971	DB02379	P35247
12972	DB02379	P12528
12973	DB02379	Q7Z4J2
12974	DB02379	P23219
12975	DB02379	Q7SI98
12976	DB02379	P40943
12977	DB02379	P06971
12978	DB02379	P13507
12979	DB02379	Q79G13
12980	DB02383	P14550
12981	DB02386	Q01693
12982	DB02388	P53779
12983	DB02396	P02144
12984	DB02401	P07195
12985	DB02403	P00720
12986	DB02417	P02766
12987	DB02426	P12235
12988	DB02427	P16184
12989	DB02431	Q9X1B3
12990	DB02431	Q7SIB1
12991	DB02433	P0A716
12992	DB02436	P18031
12993	DB02437	P0A433
12994	DB02443	P07944
12995	DB02445	P17169
12996	DB02447	P11217
12997	DB02450	Q79MP6
12998	DB02451	Q56408
12999	DB02451	P29972
13000	DB02451	P82543
13001	DB02452	O00142
13002	DB02452	P61888
13003	DB02452	P03692
13004	DB02457	P07098
13005	DB02467	P80561
13006	DB02471	P11217
13007	DB02473	P00749
13008	DB02480	Q46822
13009	DB02482	P28482
13010	DB02486	P08263
13011	DB02492	Q16706
13012	DB02494	P84098
13013	DB02494	Q9UNX3
13014	DB02494	P62829
13015	DB02494	P55769
13016	DB02494	P62917
13017	DB02505	P46925
13018	DB02506	P67775
13019	DB02508	A0A0H2UXE9
13020	DB02512	P04075
13021	DB02513	P05177
13022	DB02515	P0A794
13023	DB02517	P43133
13024	DB02519	Q07785
13025	DB02521	Q9FCA6
13026	DB02524	Q56310
13027	DB02527	O15439
13028	DB02527	Q9UL51
13029	DB02527	Q96J66
13030	DB02527	Q98GN8
13031	DB02528	P02144
13032	DB02530	O75899
13033	DB02532	P0CG22
13034	DB02535	P00918
13035	DB02542	P0CG47
13036	DB02545	Q96RI1
13037	DB02546	O15379
13038	DB02547	O60547
13039	DB02550	P07900
13040	DB02552	P62619
13041	DB02553	P00390
13042	DB02557	P08473
13043	DB02559	P16184
13044	DB02561	Q9HYN5
13045	DB02565	Q9BY41
13046	DB02566	P0C8P8
13047	DB02571	Q88K39
13048	DB02574	P01556
13049	DB02580	P35080
13050	DB02581	P60568
13051	DB02585	P35030
13052	DB02587	P08183
13053	DB02587	Q08462
13054	DB02589	P29474
13055	DB02591	Q05603
13056	DB02594	O00142
13057	DB02596	O07732
13058	DB02596	P08164
13059	DB02597	P08473
13060	DB02599	P28720
13061	DB02603	P24941
13062	DB02609	P19624
13063	DB02613	Q02127
13064	DB02621	Q46220
13065	DB02622	P18031
13066	DB02625	Q8I372
13067	DB02635	O15382
13068	DB02637	Q9RUZ0
13069	DB02637	Q70AC7
13070	DB02649	Q9ZIV5
13071	DB02652	P15085
13072	DB02659	P10176
13073	DB02659	Q14973
13074	DB02659	P15954
13075	DB02659	P33527
13076	DB02659	Q8TDU6
13077	DB02659	P00326
13078	DB02659	Q9Y6L6
13079	DB02663	P0A1P6
13080	DB02665	P07477
13081	DB02668	P03369
13082	DB02679	P43235
13083	DB02681	P12758
13084	DB02683	P03366
13085	DB02691	P46721
13086	DB02695	P81180
13087	DB02697	P45452
13088	DB02703	O95342
13089	DB02709	Q8TCG2
13090	DB02709	P16152
13091	DB02709	P05067
13092	DB02714	P07998
13093	DB02716	P06730
13094	DB02721	P07327
13095	DB02722	Q8VVD2
13096	DB02726	O35000
13097	DB02726	P00943
13098	DB02726	P0A733
13099	DB02733	P11802
13100	DB02733	P27361
13101	DB02740	P95468
13102	DB02741	P13631
13103	DB02744	P07477
13104	DB02745	P0A927
13105	DB02746	P03372
13106	DB02746	Q03181
13107	DB02746	P37231
13108	DB02754	P07900
13109	DB02757	P03372
13110	DB02758	P00509
13111	DB02761	Q9ZHG9
13112	DB02761	Q7K9G0
13113	DB02761	P0A6V7
13114	DB02763	P0A006
13115	DB02767	O00206
13116	DB02770	Q05603
13117	DB02772	Q9L5C7
13118	DB02772	P68133
13119	DB02772	O00244
13120	DB02772	P22340
13121	DB02773	P23219
13122	DB02778	P09467
13123	DB02784	P18031
13124	DB02795	Q9NZK7
13125	DB02798	P14193
13126	DB02800	P34896
13127	DB02801	P9WPX7
13128	DB02809	P00381
13129	DB02811	P06276
13130	DB02813	P11797
13131	DB02816	P05364
13132	DB02819	Q05603
13133	DB02824	P11926
13134	DB02824	P34896
13135	DB02831	P0AG82
13136	DB02833	P20248
13137	DB02835	P36871
13138	DB02836	P0A7D4
13139	DB02839	P20586
13140	DB02843	Q9HU22
13141	DB02843	P19926
13142	DB02844	Q9WZC2
13143	DB02851	P00183
13144	DB02853	Q7Z2H8
13145	DB02858	P00811
13146	DB02866	P00918
13147	DB02888	P62942
13148	DB02890	P11172
13149	DB02893	P50579
13150	DB02899	P41021
13151	DB02901	P08235
13152	DB02905	Q05603
13153	DB02909	P0AE18
13154	DB02910	P42126
13155	DB02912	Q9X4K7
13156	DB02917	Q9BY41
13157	DB02919	P00374
13158	DB02923	P47228
13159	DB02925	Q13621
13160	DB02930	P42443
13161	DB02930	Q7BK04
13162	DB02930	P06710
13163	DB02931	Q16613
13164	DB02933	Q13126
13165	DB02937	P18843
13166	DB02941	P13000
13167	DB02945	Q59288
13168	DB02951	P0A6L6
13169	DB02952	P06850
13170	DB02963	P24941
13171	DB02968	P07944
13172	DB02976	Q93EK7
13173	DB02983	Q05315
13174	DB02986	P00918
13175	DB02990	P9WGR1
13176	DB02992	O66496
13177	DB02998	P10275
13178	DB03009	P15090
13179	DB03010	P68371
13180	DB03010	P68366
13181	DB03012	P15085
13182	DB03016	P07477
13183	DB03017	P02929
13184	DB03017	P02768
13185	DB03017	P17900
13186	DB03017	Q9I194
13187	DB03017	Q9UNK4
13188	DB03017	P41235
13189	DB03026	P0A733
13190	DB03035	P68400
13191	DB03044	Q16539
13192	DB03046	P00749
13193	DB03059	A0A0H3K1U2
13194	DB03066	O60669
13195	DB03068	P0ABF6
13196	DB03077	Q57193
13197	DB03087	Q8WX39
13198	DB03088	P00138
13199	DB03088	P0CG04
13200	DB03090	P0DJ06
13201	DB03101	P12758
13202	DB03104	P12931
13203	DB03108	P9WKD7
13204	DB03111	P06971
13205	DB03116	P0A6D3
13206	DB03120	P09668
13207	DB03125	P00381
13208	DB03127	P07478
13209	DB03127	P00749
13210	DB03128	P08173
13211	DB03128	P22303
13212	DB03130	Q04760
13213	DB03133	P11217
13214	DB03138	P0A006
13215	DB03143	P21905
13216	DB03144	P29474
13217	DB03147	P06715
13218	DB03147	P37063
13219	DB03147	Q9UKU7
13220	DB03147	P06149
13221	DB03147	P20586
13222	DB03147	P28593
13223	DB03147	P09063
13224	DB03147	P58558
13225	DB03147	P19480
13226	DB03147	P77967
13227	DB03147	P61497
13228	DB03147	P21890
13229	DB03147	Q16795
13230	DB03147	Q12882
13231	DB03147	P47989
13232	DB03147	Q9AGP8
13233	DB03147	Q9LAG2
13234	DB03147	Q52437
13235	DB03147	P05327
13236	DB03147	Q96RQ9
13237	DB03152	P19821
13238	DB03152	Q02762
13239	DB03154	P18031
13240	DB03156	Q59288
13241	DB03159	P00749
13242	DB03160	P12998
13243	DB03161	P95780
13244	DB03164	P07617
13245	DB03166	O94956
13246	DB03169	P04035
13247	DB03171	P00929
13248	DB03172	P0ABP8
13249	DB03175	P61626
13250	DB03176	P10827
13251	DB03179	Q86VU5
13252	DB03187	P23434
13253	DB03193	P02768
13254	DB03195	P23919
13255	DB03200	Q05603
13256	DB03203	P13900
13257	DB03203	P08183
13258	DB03205	Q9Z4J7
13259	DB03212	P0AES2
13260	DB03214	Q96QU6
13261	DB03221	P00918
13262	DB03222	P07071
13263	DB03222	P03692
13264	DB03227	Q837V6
13265	DB03234	P33247
13266	DB03237	P0AES2
13267	DB03246	P02924
13268	DB03247	Q01234
13269	DB03247	P29475
13270	DB03247	P61949
13271	DB03247	Q9FDN7
13272	DB03247	Q746I8
13273	DB03247	Q46604
13274	DB03247	Q56691
13275	DB03248	O66496
13276	DB03253	P27487
13277	DB03255	P02768
13278	DB03258	Q08698
13279	DB03268	P12931
13280	DB03273	P23526
13281	DB03277	Q9RHZ6
13282	DB03280	P9WKE1
13283	DB03284	P84141
13284	DB03289	P08692
13285	DB03294	P00918
13286	DB03297	P23946
13287	DB03297	P00782
13288	DB03308	P43133
13289	DB03310	P28161
13290	DB03310	O75715
13291	DB03310	P00390
13292	DB03313	Q7CRA4
13293	DB03314	P60174
13294	DB03316	Q9Y275
13295	DB03317	P00148
13296	DB03317	P00137
13297	DB03317	P00101
13298	DB03317	Q9RQB9
13299	DB03317	P24474
13300	DB03321	P03472
13301	DB03325	P0AGJ9
13302	DB03332	P29474
13303	DB03338	P62942
13304	DB03342	P03474
13305	DB03345	P03765
13306	DB03345	Q07982
13307	DB03347	P0A433
13308	DB03352	P08692
13309	DB03353	P22629
13310	DB03358	P07617
13311	DB03364	P60327
13312	DB03366	P40859
13313	DB03366	P04252
13314	DB03366	P0A6B1
13315	DB03366	Q14565
13316	DB03374	P07477
13317	DB03380	P01303
13318	DB03381	P07108
13319	DB03382	O53240
13320	DB03382	O67040
13321	DB03384	P55210
13322	DB03385	P35218
13323	DB03389	Q7SI98
13324	DB03389	P36924
13325	DB03389	P09848
13326	DB03389	Q8GJ44
13327	DB03389	P26514
13328	DB03395	P00797
13329	DB03397	Q97R46
13330	DB03399	P02144
13331	DB03401	P35241
13332	DB03403	Q9BZX2
13333	DB03413	P33316
13334	DB03414	Q16706
13335	DB03419	P77836
13336	DB03421	P32890
13337	DB03424	P09960
13338	DB03428	Q00535
13339	DB03434	P22749
13340	DB03435	P09147
13341	DB03441	P15085
13342	DB03444	P49841
13343	DB03446	P32890
13344	DB03449	P29475
13345	DB03461	Q08257
13346	DB03461	P00325
13347	DB03461	P52895
13348	DB03461	Q9WYS2
13349	DB03461	Q9GV41
13350	DB03461	P11413
13351	DB03461	P80874
13352	DB03461	P38038
13353	DB03461	P0C188
13354	DB03461	Q92506
13355	DB03467	Q9P2N6
13356	DB03467	Q9UNQ0
13357	DB03469	P72181
13358	DB03470	P28593
13359	DB03480	Q02127
13360	DB03485	P02924
13361	DB03487	P0AE67
13362	DB03491	P15531
13363	DB03493	P07617
13364	DB03496	P50613
13365	DB03496	P06493
13366	DB03496	Q00535
13367	DB03499	P05042
13368	DB03501	P16442
13369	DB03504	P07900
13370	DB03506	P07741
13371	DB03515	P07445
13372	DB03518	P13702
13373	DB03530	P18357
13374	DB03532	O08398
13375	DB03536	Q9UBX1
13376	DB03541	P13100
13377	DB03541	P04818
13378	DB03543	P00909
13379	DB03552	P07101
13380	DB03553	Q9NSA0
13381	DB03556	P16152
13382	DB03559	P08319
13383	DB03566	O15245
13384	DB03570	Q5SHF5
13385	DB03572	P00813
13386	DB03582	P76216
13387	DB03585	Q9NZK7
13388	DB03587	P04054
13389	DB03591	P12931
13390	DB03595	P07477
13391	DB03598	P00918
13392	DB03602	P08263
13393	DB03605	P26663
13394	DB03606	Q08499
13395	DB03615	P07237
13396	DB03619	P54965
13397	DB03619	Q14973
13398	DB03622	P22894
13399	DB03624	P13000
13400	DB03628	P12931
13401	DB03631	P46883
13402	DB03633	P04054
13403	DB03648	Q8I372
13404	DB03650	P11309
13405	DB03652	Q9KWT6
13406	DB03659	P0DJ06
13407	DB03660	P42790
13408	DB03661	O34667
13409	DB03661	Q9X0G9
13410	DB03661	Q9H4G4
13411	DB03661	Q9X0P2
13412	DB03667	P23219
13413	DB03676	P12497
13414	DB03680	Q16798
13415	DB03682	P02766
13416	DB03685	P09148
13417	DB03685	P0AA43
13418	DB03685	P25971
13419	DB03685	Q7Z4J2
13420	DB03692	P0A921
13421	DB03708	O43252
13422	DB03710	P29475
13423	DB03714	P18031
13424	DB03721	P03472
13425	DB03721	Q64823
13426	DB03721	P01552
13427	DB03721	P05451
13428	DB03721	P32884
13429	DB03721	P16581
13430	DB03722	P09874
13431	DB03727	P06132
13432	DB03737	P24941
13433	DB03740	P32884
13434	DB03740	P12821
13435	DB03740	P22303
13436	DB03745	O66496
13437	DB03747	O85361
13438	DB03749	P07900
13439	DB03751	P26391
13440	DB03756	P36956
13441	DB03756	P37231
13442	DB03757	Q9UNI1
13443	DB03758	P14625
13444	DB03760	P10515
13445	DB03763	Q9R5V5
13446	DB03766	P15090
13447	DB03772	P16442
13448	DB03773	P30920
13449	DB03773	P26827
13450	DB03775	P12996
13451	DB03780	P28720
13452	DB03783	P05177
13453	DB03790	P42321
13454	DB03793	Q8TCC7
13455	DB03793	O94956
13456	DB03793	Q9L9D7
13457	DB03796	P10632
13458	DB03796	Q07869
13459	DB03796	P05413
13460	DB03796	P15090
13461	DB03798	P08773
13462	DB03799	P0AE18
13463	DB03800	P0A884
13464	DB03801	P0A433
13465	DB03801	Q8VTT5
13466	DB03801	P14489
13467	DB03807	Q07343
13468	DB03809	P07900
13469	DB03813	P0A6Q3
13470	DB03814	P17169
13471	DB03814	P04424
13472	DB03814	Q01770
13473	DB03814	O68601
13474	DB03814	P20932
13475	DB03814	P23946
13476	DB03814	Q88H32
13477	DB03814	P0AEG6
13478	DB03814	P06276
13479	DB03814	Q9FCA6
13480	DB03822	P0A433
13481	DB03825	P33527
13482	DB03825	P08183
13483	DB03833	O32449
13484	DB03839	Q8TF71
13485	DB03842	P00720
13486	DB03844	P00918
13487	DB03847	P00742
13488	DB03847	P02818
13489	DB03861	P07686
13490	DB03865	P00734
13491	DB03865	P07477
13492	DB03867	P00390
13493	DB03870	Q9XBQ3
13494	DB03880	P22894
13495	DB03881	P00491
13496	DB03882	P04278
13497	DB03884	Q9UJM8
13498	DB03888	P33247
13499	DB03890	Q9UNI1
13500	DB03895	P0A0N5
13501	DB03899	P07900
13502	DB03900	P07998
13503	DB03904	P00918
13504	DB03904	P35222
13505	DB03905	P56220
13506	DB03907	P21964
13507	DB03909	Q8ZKR2
13508	DB03912	Q72K87
13509	DB03912	Q9WZK0
13510	DB03923	Q86VU5
13511	DB03925	Q9UNI1
13512	DB03927	P15555
13513	DB03929	P23415
13514	DB03929	P36275
13515	DB03933	Q06110
13516	DB03937	P06744
13517	DB03940	P16115
13518	DB03940	Q27743
13519	DB03940	O15427
13520	DB03942	P0A9M5
13521	DB03944	P63316
13522	DB03951	P0A759
13523	DB03953	P35228
13524	DB03957	P60568
13525	DB03958	Q96C86
13526	DB03959	P05230
13527	DB03959	P68638
13528	DB03963	P12497
13529	DB03966	P0AES6
13530	DB03970	P0AD63
13531	DB03971	P04746
13532	DB03974	P29474
13533	DB03976	P07477
13534	DB03976	P06276
13535	DB03978	P42790
13536	DB03991	P32884
13537	DB03991	P12564
13538	DB03995	P0AEX9
13539	DB04003	P06239
13540	DB04005	P26663
13541	DB04006	P24941
13542	DB04008	P07477
13543	DB04014	P06493
13544	DB04016	P08311
13545	DB04018	P29474
13546	DB04021	P22303
13547	DB04023	P11759
13548	DB04027	P06732
13549	DB04030	P0AEK4
13550	DB04033	Q9X5N2
13551	DB04035	P00811
13552	DB04039	P06129
13553	DB04042	P03366
13554	DB04050	P02144
13555	DB04055	P11217
13556	DB04058	P15085
13557	DB04066	Q14914
13558	DB04070	Q00441
13559	DB04071	P00326
13560	DB04074	O60669
13561	DB04074	P53985
13562	DB04079	P02974
13563	DB04082	P0A805
13564	DB04083	P83786
13565	DB04083	P11217
13566	DB04086	O85465
13567	DB04087	Q5SJ28
13568	DB04094	P62942
13569	DB04099	P18843
13570	DB04100	P00282
13571	DB04108	P50579
13572	DB04116	P00722
13573	DB04123	P05364
13574	DB04127	P0A7Z3
13575	DB04129	P42262
13576	DB04133	Q9NSA0
13577	DB04133	Q4U2R8
13578	DB04137	P61587
13579	DB04137	P03300
13580	DB04137	Q8N142
13581	DB04137	Q84424
13582	DB04141	O14949
13583	DB04141	Q16134
13584	DB04141	P16442
13585	DB04141	P31930
13586	DB04143	P00929
13587	DB04147	P01764
13588	DB04147	Q02127
13589	DB04147	P17315
13590	DB04147	P37001
13591	DB04147	P08306
13592	DB04147	Q98GN8
13593	DB04147	Q46705
13594	DB04147	P02929
13595	DB04147	P0C0Y9
13596	DB04147	P23528
13597	DB04147	P10384
13598	DB04147	P06008
13599	DB04147	P07173
13600	DB04150	P19021
13601	DB04154	P77173
13602	DB04160	P22939
13603	DB04163	Q86XF0
13604	DB04164	P29957
13605	DB04166	Q96RQ9
13606	DB04168	P56740
13607	DB04173	P02943
13608	DB04176	Q05603
13609	DB04187	P09488
13610	DB04190	P03366
13611	DB04195	P11217
13612	DB04209	Q12791
13613	DB04216	P67870
13614	DB04216	P05181
13615	DB04216	P10632
13616	DB04216	P22314
13617	DB04216	P06576
13618	DB04216	P36542
13619	DB04216	Q9AIU0
13620	DB04216	Q16678
13621	DB04216	P53985
13622	DB04216	Q5G940
13623	DB04216	P33261
13624	DB04218	P00813
13625	DB04221	P9WPB5
13626	DB04224	P15090
13627	DB04224	Q03181
13628	DB04224	P02768
13629	DB04224	P07148
13630	DB04233	P10384
13631	DB04233	P04118
13632	DB04233	P07110
13633	DB04233	P74334
13634	DB04241	P16932
13635	DB04253	P16083
13636	DB04257	O31440
13637	DB04258	P11473
13638	DB04262	O66529
13639	DB04264	P08179
13640	DB04267	P04036
13641	DB04269	P07477
13642	DB04272	Q9CBQ2
13643	DB04272	O75390
13644	DB04272	Q9X286
13645	DB04272	P05042
13646	DB04272	P11922
13647	DB04272	Q81F54
13648	DB04272	P06672
13649	DB04272	C7C422
13650	DB04272	Q9WZW1
13651	DB04278	P60568
13652	DB04279	P08200
13653	DB04282	P09848
13654	DB04286	P36946
13655	DB04289	P9WGR1
13656	DB04299	P00509
13657	DB04302	P9WQD9
13658	DB04307	P27338
13659	DB04310	P0A6K3
13660	DB04315	Q9X1F8
13661	DB04315	Q7Z2Z2
13662	DB04315	P51149
13663	DB04315	P60953
13664	DB04315	P63096
13665	DB04315	Q83JC4
13666	DB04315	P20339
13667	DB04315	P62826
13668	DB04315	Q08188
13669	DB04315	O07347
13670	DB04315	P11488
13671	DB04325	P46883
13672	DB04326	P04075
13673	DB04327	P60484
13674	DB04328	P0A6D3
13675	DB04338	Q16539
13676	DB04339	Q63HM9
13677	DB04339	Q16878
13678	DB04343	P9WK17
13679	DB04348	Q86UW1
13680	DB04348	Q9Y6L6
13681	DB04348	Q86UW2
13682	DB04348	O95342
13683	DB04348	Q9NPD5
13684	DB04350	Q13231
13685	DB04351	Q99798
13686	DB04367	P49759
13687	DB04368	Q9HBH1
13688	DB04371	P00918
13689	DB04373	P46925
13690	DB04385	P0ABF6
13691	DB04389	P49789
13692	DB04392	P38489
13693	DB04395	Q96QT4
13694	DB04395	P08690
13695	DB04395	P29317
13696	DB04395	Q9WZ57
13697	DB04395	Q12756
13698	DB04395	P0A820
13699	DB04395	P23367
13700	DB04395	P0A7G9
13701	DB04395	P20083
13702	DB04395	P68133
13703	DB04395	Q99661
13704	DB04396	P32890
13705	DB04397	P36871
13706	DB04398	P09546
13707	DB04398	O60669
13708	DB04400	P56740
13709	DB04407	P24941
13710	DB04410	P07478
13711	DB04417	P50225
13712	DB04418	Q8N142
13713	DB04419	P20823
13714	DB04422	O34667
13715	DB04425	P56740
13716	DB04430	P62594
13717	DB04433	P11797
13718	DB04437	P15090
